Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-03-12,"Nicknack Paddywack",5.10a,"with elizabeth and josh
",https://www.mountainproject.com/route/125845860/nicknack-paddywack,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,3,Lead,Onsight,Sport,5.10a,35,2600
2024-03-12,Misery,5.11a,"3 attempts. Fionn hurt his finger in the pocket.",https://www.mountainproject.com/route/125845854/misery,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,3,Lead,Redpoint,Sport,5.11a,28,4600
2024-03-12,Rawhide,5.11,,https://www.mountainproject.com/route/106352392/rawhide,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",3.5,4,Lead,Onsight,Sport,,50,5000
2024-03-12,"Fearless Vampire Killer",5.10b/c,,https://www.mountainproject.com/route/117020839/fearless-vampire-killer,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",3.3,3,Lead,Onsight,Sport,,70,3100
2024-03-12,"Elvis Lives in Takaka",5.10a,,https://www.mountainproject.com/route/118033628/elvis-lives-in-takaka,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",3.0,3,Lead,Onsight,Sport,,,2600
2024-03-12,"Calling All Hobbits",5.8,,https://www.mountainproject.com/route/125571770/calling-all-hobbits,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",2.0,-1,Lead,Flash,Sport,,30,2100
2024-03-12,"Good Bye Cream-Poofters",5.9-,,https://www.mountainproject.com/route/106089562/good-bye-cream-poofters,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",2.7,-1,Lead,Flash,Sport,,45,2300
2024-03-12,Blobbet,5.8+,,https://www.mountainproject.com/route/116186845/blobbet,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 1",1.8,-1,Lead,Flash,Sport,,45,2200
2024-03-11,"Release the Bats",5.10a,,https://www.mountainproject.com/route/125845840/release-the-bats,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",2.0,2,Lead,,Sport,5.10a,60,2600
2024-03-07,"Release the Bats",5.10a,,https://www.mountainproject.com/route/125845840/release-the-bats,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",2.0,2,Lead,Flash,Sport,5.10a,60,2600
2024-03-07,"Bury Me in a Y-Shaped Coffin",5.10c/d,,https://www.mountainproject.com/route/125845844/bury-me-in-a-y-shaped-coffin,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,3,Lead,Redpoint,Sport,5.10c/d,55,3400
2024-03-07,"Lost Soul",5.11b,,https://www.mountainproject.com/route/116702667/lost-soul,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,-1,Lead,Fell/Hung,Sport,,35,4900
2024-03-07,Doo-Little,5.8+,,https://www.mountainproject.com/route/116563479/doo-little,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,3,Lead,Flash,Sport,,30,2200
2024-03-07,"Jerry Garcia",5.9-,,https://www.mountainproject.com/route/117020890/jerry-garcia,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,-1,Lead,Flash,Sport,,45,2300
2024-03-07,"Electricorp Production",5.11a,,https://www.mountainproject.com/route/114361845/electricorp-production,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.5,4,Lead,Redpoint,Sport,,60,4600
2024-03-07,"You’re either dead or you’re not",5.11a,,https://www.mountainproject.com/route/116822987/youre-either-dead-or-youre-not,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,3,Lead,Fell/Hung,Sport,,45,4600
2024-03-06,"1080 and the Letter G",5.11,,https://www.mountainproject.com/route/106352372/1080-and-the-letter-g,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 6",3.9,4,Lead,Fell/Hung,Sport,,40,5000
2024-03-06,"Lost Soul",5.11b,,https://www.mountainproject.com/route/116702667/lost-soul,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,-1,Lead,Fell/Hung,Sport,,35,4900
2024-03-06,"Lost Soul",5.11b,,https://www.mountainproject.com/route/116702667/lost-soul,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,-1,Lead,Redpoint,Sport,,35,4900
2024-03-05,"Super Blonde","5.10b PG13",,https://www.mountainproject.com/route/106416830/super-blonde,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",1.0,-1,Lead,Onsight,Sport,,50,2900
2024-03-05,"High Voltage",5.11c,,https://www.mountainproject.com/route/125845792/high-voltage,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,3,Lead,Fell/Hung,Sport,5.11c,60,5200
2024-03-04,"Bury Me in a Y-Shaped Coffin",5.10c/d,,https://www.mountainproject.com/route/125845844/bury-me-in-a-y-shaped-coffin,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 5",3.0,3,Lead,Redpoint,Sport,5.10c/d,55,3400
2024-03-03,"Send a Gorilla","5.11b/c PG13",,https://www.mountainproject.com/route/106415540/send-a-gorilla,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.4,3,Lead,Fell/Hung,Sport,5.11b/c,50,5100
2024-03-03,"Electricorp Production",5.11a,,https://www.mountainproject.com/route/114361845/electricorp-production,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.5,4,Lead,Fell/Hung,Sport,,60,4600
2024-03-03,"Voice of the Beehive",5.11a,,https://www.mountainproject.com/route/116721634/voice-of-the-beehive,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",2.0,-1,Lead,Fell/Hung,Sport,,35,4600
2024-03-02,"High Voltage",5.11c,,https://www.mountainproject.com/route/125845792/high-voltage,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,3,Lead,Fell/Hung,Sport,5.11c,60,5200
2024-02-29,"Make My Grumpy Cat Dance",5.10d,,https://www.mountainproject.com/route/125845808/make-my-grumpy-cat-dance,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,3,Lead,Flash,Sport,5.10d,50,3500
2024-02-29,"Carnage at the Crossroads",5.10-,,https://www.mountainproject.com/route/125845766/carnage-at-the-crossroads,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",3.0,3,Lead,Onsight,Sport,5.10-,45,2700
2024-02-29,"Lapsed Catholics",5.11-,,https://www.mountainproject.com/route/125845776/lapsed-catholics,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 3",1.0,1,Lead,Fell/Hung,Sport,5.11-,50,4700
2024-02-29,"Redlining to the max",5.11b/c,,https://www.mountainproject.com/route/116233879/redlining-to-the-max,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",3.0,-1,Lead,Fell/Hung,Sport,,40,5100
2024-02-29,"Burly but Sensitive",5.11a,,https://www.mountainproject.com/route/116190233/burly-but-sensitive,1,"International > Oceania > New Zealand > South Island > Nelson-Tasman > Paynes Ford > Track 4",2.7,3,Lead,Flash,Sport,,40,4600
2024-02-22,"The Devil's Staircase",5.8,,https://www.mountainproject.com/route/125714369/the-devils-staircase,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Jane Fonda Workout Wall",3.0,3,Lead,Onsight,Sport,5.8,50,2100
2024-02-20,"Bull In A China Shop",5.11a/b,,https://www.mountainproject.com/route/125710016/bull-in-a-china-shop,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",2.0,2,Lead,Fell/Hung,Sport,5.11a/b,20,4800
2024-02-20,"Basil Brush",5.10a,,https://www.mountainproject.com/route/125710027/basil-brush,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",2.0,2,Lead,Onsight,Sport,5.10a,33,2600
2024-02-20,"Please Go",5.7,,https://www.mountainproject.com/route/125710031/please-go,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",1.0,1,Lead,Flash,Sport,5.7,28,1800
2024-02-20,Backblocks,5.7,,https://www.mountainproject.com/route/125710036/backblocks,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",1.0,1,Lead,Flash,Sport,5.7,25,1800
2024-02-20,"Gully X",5.7+,,https://www.mountainproject.com/route/125710045/gully-x,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",1.0,1,Lead,Flash,Sport,5.7+,20,1900
2024-02-20,Nuggets,5.10-,,https://www.mountainproject.com/route/125710040/nuggets,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",2.0,2,Lead,Onsight,Sport,5.10-,26,2700
2024-02-20,"Merlin the Happy Pig",5.10c,,https://www.mountainproject.com/route/125710020/merlin-the-happy-pig,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",2.0,2,Lead,Onsight,Sport,5.10c,25,3200
2024-02-20,"A Dull Thump",5.9,,https://www.mountainproject.com/route/109294207/a-dull-thump,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",2.0,2,Lead,Onsight,Sport,,30,2400
2024-02-20,"Please Stop",5.8,,https://www.mountainproject.com/route/109294322/please-stop,1,"International > Oceania > New Zealand > South Island > Canterbury > Port Hills > Cattlestop Crag",1.3,1,Lead,Flash,Sport,,35,2100
2024-01-25,"Just Go Nuts",5.10a/b,,https://www.mountainproject.com/route/125618182/just-go-nuts,1,"International > Oceania > New Zealand > South Island > Otago > Wanaka > Motatapu Valley > Riverside > Main Wall",1.0,1,Lead,Flash,Sport,5.10a/b,80,2800
2024-01-25,"Jack Be Nimble",5.11a/b,,https://www.mountainproject.com/route/125618188/jack-be-nimble,1,"International > Oceania > New Zealand > South Island > Otago > Wanaka > Motatapu Valley > Riverside > Main Wall",3.0,3,Lead,Flash,Sport,5.11a/b,80,4800
2024-01-01,"Warm-up Crack",5.6,,https://www.mountainproject.com/route/111654346/warm-up-crack,1,"Oregon > Central Oregon > Meadow Camp",1.5,-1,,,"Trad, TR",,,1600
2024-01-01,"Happy Man",5.9,,https://www.mountainproject.com/route/111649915/happy-man,1,"Oregon > Central Oregon > Meadow Camp",2.6,-1,TR,,"Trad, TR",5.8,15,2400
2023-12-17,"Streetcar Named Desire",V6-7,"i started??",https://www.mountainproject.com/route/105722911/streetcar-named-desire,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Barker Dam Bouldering > Gunsmoke Area > Streetcar Boulder",3.8,-1,Attempt,,Boulder,,13,20650
2023-12-17,Gunsmoke,V3,"got past big move to two bump pinch thing ",https://www.mountainproject.com/route/105722350/gunsmoke,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Central Joshua Tree Bouldering > Barker Dam Bouldering > Gunsmoke Area > Gunsmoke Wall",3.7,-1,Attempt,,Boulder,,80,20300
2023-12-17,Pigpen,V4,,https://www.mountainproject.com/route/105722992/pigpen,1,"California > Joshua Tree National Park > *Joshua Tree Bouldering* > Hidden Valley Area Bouldering > Hidden Valley Campground Bouldering > Manx/Asteroid Belt Circuit > Manx Boulders Circuit > Pigpen Boulder",3.9,-1,Attempt,,Boulder,,10,20400
2023-12-17,"White Lightning",5.7,,https://www.mountainproject.com/route/105721969/white-lightning,1,"California > Joshua Tree National Park > Lost Horse Area > *Lost Horse Roadside Crags > Hemingway Buttress > Hemingway Buttress (East Face Left)",3.0,-1,Lead,Flash,Trad,,120,1800
2023-12-14,"Feel the Chi",5.10a/b,,https://www.mountainproject.com/route/114256746/feel-the-chi,1,"Oregon > Central Oregon > Smith Rock > (c) Shipwreck Wall > Shipwreck Wall - River Face",2.6,-1,Lead,Onsight,Sport,,,2800
2023-12-14,"Time To Power (1st pitch only)",5.9,,https://www.mountainproject.com/route/106039587/time-to-power-1st-pitch-only,1,"Oregon > Central Oregon > Smith Rock > (c) Shipwreck Wall > Shipwreck Wall - River Face",2.4,-1,Lead,Onsight,Sport,,100,2400
2023-12-14,"Time To Shower",5.8,,https://www.mountainproject.com/route/106032904/time-to-shower,1,"Oregon > Central Oregon > Smith Rock > (c) Shipwreck Wall > Shipwreck Wall - River Face",2.0,-1,Lead,Onsight,Sport,,,2100
2023-11-13,"Flyboy Arete",V5,,https://www.mountainproject.com/route/106070944/flyboy-arete,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Stained Glass/Flyboy Area",3.3,-1,Attempt,,Boulder,,,20500
2023-11-13,"Hero Roof",V0,"harder than i thought ",https://www.mountainproject.com/route/106094805/hero-roof,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Iron Man Area > Hero  Roof Boulder",3.5,-1,Flash,,Boulder,,14,20008
2023-11-13,"Iron Man Traverse",V4,"heel at end to cross low foot high foot big move to sloper",https://www.mountainproject.com/route/105936763/iron-man-traverse,1,"California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Iron Man Area > Iron Man Boulder",3.6,-1,Attempt,,Boulder,,,20400
2023-11-11,Solarium,V4,"tried so many times ",https://www.mountainproject.com/route/105943524/solarium,1,"California > Eastern Sierra > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > Solarium Boulder",3.2,-1,Attempt,,Boulder,,15,20400
2023-11-11,"Heavenly Path","V1 PG13",,https://www.mountainproject.com/route/105996532/heavenly-path,1,"California > Eastern Sierra > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Central Happiness Area > Heavenly Path Boulder",3.7,4,Flash,,Boulder,,25,20100
2023-11-11,"Headbangers Ball",V1,,https://www.mountainproject.com/route/106275471/headbangers-ball,1,"California > Eastern Sierra > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Happy Boulders > Jesus Chrysler Area > Headbangers Cave",2.0,-1,Flash,,Boulder,,10,20100
2023-10-22,"The Outsiders",5.9,,https://www.mountainproject.com/route/105820726/the-outsiders,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.0,-1,Lead,,Sport,,80,2400
2023-10-21,Trezlar,5.10a,,https://www.mountainproject.com/route/105801753/trezlar,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",3.5,-1,Lead,Fell/Hung,Trad,,200,2600
2023-10-21,Cosmos,5.10a,,https://www.mountainproject.com/route/105803446/cosmos,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",2.7,-1,Follow,,Sport,,70,2600
2023-10-21,"Moons of Pluto",5.10d,,https://www.mountainproject.com/route/105803003/moons-of-pluto,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",3.8,4,Lead,,Sport,,95,3500
2023-10-21,Overboard,5.11c,,https://www.mountainproject.com/route/105789934/overboard,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.3,-1,Lead,Fell/Hung,Sport,,,5200
2023-09-30,"The Grind",5.11b,,https://www.mountainproject.com/route/105939418/the-grind,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall",3.5,3,Lead,,Sport,,65,4900
2023-09-30,"Sweet Pain",5.11d,"i started right so it felt more like 11c. pissed i didn’t onsight…",https://www.mountainproject.com/route/105732530/sweet-pain,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall",3.4,3,Lead,Redpoint,Sport,,50,5500
2023-09-30,"Glitter Gulch",5.11a,,https://www.mountainproject.com/route/105788000/glitter-gulch,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall",3.5,3,Lead,Onsight,Sport,,65,4600
2023-09-30,"Great Red Book",5.8,,https://www.mountainproject.com/route/105732647/great-red-book,2,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Great Red Book Area",3.4,3,Lead,Onsight,Trad,,250,2100
2023-09-28,"Lone Pilgrim",5.12a,"got it on the 2nd go!!!!! i was so scared ",https://www.mountainproject.com/route/108233793/lone-pilgrim,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > 4. Lone Pilgrim",3.6,4,Lead,Redpoint,Sport,,50,6600
2023-09-28,Zorro,5.11c,"day flash!!!!! felt so good on pockets! pump management tho ",https://www.mountainproject.com/route/105841220/zorro,1,"Wyoming > Lander Area > Wild Iris > Zorro Area",3.8,4,Lead,,Sport,5.11c,75,5200
2023-09-28,Gaucho,5.10d,"pumpy af",https://www.mountainproject.com/route/105841216/gaucho,1,"Wyoming > Lander Area > Wild Iris > Zorro Area",3.5,-1,Lead,Flash,Sport,,70,3500
2023-09-26,"Pump Me Like a Shotgun",5.11d,,https://www.mountainproject.com/route/105956228/pump-me-like-a-shotgun,1,"Wyoming > Ten Sleep Canyon > Valhalla > 2. Munitions Roof",3.6,3,Lead,Fell/Hung,Sport,,80,5500
2023-09-26,"Reverse Cowgirl",5.12a,"ooooooooo wowoowwww so good ",https://www.mountainproject.com/route/114597778/reverse-cowgirl,1,"Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex",3.5,4,Lead,Fell/Hung,Sport,,90,6600
2023-09-26,"Cocaine Rodeo",5.12a,"after first rest use right pockets big move high feet. start right jug and pinch pocket to jug. push it to the top",https://www.mountainproject.com/route/106818981/cocaine-rodeo,1,"Wyoming > Ten Sleep Canyon > Valhalla > 5. Drugs and Sex",3.8,4,Lead,Fell/Hung,Sport,,105,6600
2023-09-26,[Redacted],5.11a,,https://www.mountainproject.com/route/106553547/redacted,1,"Wyoming > Ten Sleep Canyon > Valhalla > 1. Vietnam",3.4,3,Lead,Flash,Sport,,60,4600
2023-09-24,"Soul Bossa Nova",5.12b,"b2b putting up draws ",https://www.mountainproject.com/route/117689788/soul-bossa-nova,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Powers Wall",3.8,4,Lead,Fell/Hung,Sport,,100,6900
2023-09-24,"Swedish Penis Enlarger",5.12a,"set up draws.. very endurance ",https://www.mountainproject.com/route/111973716/swedish-penis-enlarger,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Powers Wall",3.3,3,Lead,Fell/Hung,Sport,,75,6600
2023-09-24,"Sharks with Lazers",5.12a," one hang at top of overhang ",https://www.mountainproject.com/route/117381638/sharks-with-lazers,3,"Wyoming > Ten Sleep Canyon > Old Road Crags > Powers Wall",3.3,3,Lead,Fell/Hung,Sport,,50,6600
2023-09-24,"Euro Trash",5.10b,,https://www.mountainproject.com/route/106002969/euro-trash,1,"Wyoming > Ten Sleep Canyon > French Cattle Ranch > Sector Shinto",2.9,3,Lead,Onsight,Sport,,80,2900
2023-09-23,"I Just Do Eyes",5.11b,,https://www.mountainproject.com/route/105855562/i-just-do-eyes,1,"Wyoming > Ten Sleep Canyon > French Cattle Ranch > The Back Forty",3.6,3,Lead,Fell/Hung,Sport,,90,4900
2023-09-23,"Dope Shinto",5.12a,"4 takes",https://www.mountainproject.com/route/105856679/dope-shinto,1,"Wyoming > Ten Sleep Canyon > French Cattle Ranch > Sector Shinto",3.5,-1,Lead,Fell/Hung,Sport,,70,6600
2023-09-22,"As Wicked As It Seems",5.11d,"first 12 flash!!",https://www.mountainproject.com/route/106230860/as-wicked-as-it-seems,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Leigh Creek > The Godfather Boulder",3.3,3,Lead,Flash,Sport,,60,5500
2023-09-22,"Godfather 2",5.11a,,https://www.mountainproject.com/route/106499931/godfather-2,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Leigh Creek > The Godfather Boulder",3.2,3,Lead,Onsight,Sport,,60,4600
2023-09-22,"Godfather 1",5.10c,,https://www.mountainproject.com/route/106499917/godfather-1,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Leigh Creek > The Godfather Boulder",3.1,2,Lead,Onsight,Sport,,60,3200
2023-09-22,"Umpalumpa Humpachu",5.10a,,https://www.mountainproject.com/route/106499901/umpalumpa-humpachu,1,"Wyoming > Ten Sleep Canyon > Old Road Crags > Leigh Creek > The Godfather Boulder",2.4,2,Lead,Onsight,Sport,,50,2600
2023-08-18,"Dark Arts",5.10d,,https://www.mountainproject.com/route/116584584/dark-arts,1,"Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall",3.6,-1,Lead,Flash,Sport,,80,3500
2023-08-18,"Mystic Void",5.10-,,https://www.mountainproject.com/route/110290878/mystic-void,1,"Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall",2.3,-1,Lead,Flash,Sport,,35,2700
2023-08-18,"Lost Boys",5.11a,,https://www.mountainproject.com/route/106009385/lost-boys,1,"Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall",3.2,-1,Lead,,Sport,,70,4600
2023-07-16,Zorro,5.11c,"I have a lot to learn ",https://www.mountainproject.com/route/105841220/zorro,1,"Wyoming > Lander Area > Wild Iris > Zorro Area",3.8,4,Lead,Fell/Hung,Sport,5.11c,75,5200
2023-07-16,"Rope the Moon",5.10c,,https://www.mountainproject.com/route/109170905/rope-the-moon,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 1. Left Side (Lunarscape, Tribal War, Poker-Face, Lone Pilgrim) > 2. Tribal War",2.3,2,Lead,Flash,Sport,,55,3200
2023-07-15,"Choke Cherry Eyes",5.12a,"!!! 
",https://www.mountainproject.com/route/106811748/choke-cherry-eyes,3,"Wyoming > Lander Area > Wild Iris > Aspen Glade > Cowboy King Wall",3.8,-1,Lead,Fell/Hung,Sport,,70,6600
2023-07-15,"Aces and Eights",5.10c,,https://www.mountainproject.com/route/105851505/aces-and-eights,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 1. Blooming Rose",2.3,-1,Lead,Flash,Sport,,40,3200
2023-07-15,"Red Rider",5.10a,,https://www.mountainproject.com/route/105841386/red-rider,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 3. Saddle Tramp",3.3,-1,Lead,,Sport,,65,2600
2023-07-15,"Winchester Pump",5.11a,,https://www.mountainproject.com/route/105841390/winchester-pump,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 3. Saddle Tramp",3.4,4,Lead,Flash,Sport,,65,4600
2023-07-15,"Annie Git Yer Drill",5.9,,https://www.mountainproject.com/route/105841378/annie-git-yer-drill,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 2. Claim Jumper",2.5,-1,Lead,Flash,Sport,,55,2400
2023-07-15,"Claim Jumper",5.10c,,https://www.mountainproject.com/route/105841382/claim-jumper,1,"Wyoming > Lander Area > Wild Iris > OK Corral > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > 2. Claim Jumper",3.4,-1,Lead,Flash,Sport,,60,3200
2023-07-04,"Richard's Rift",5.7,,https://www.mountainproject.com/route/108174118/richards-rift,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.6,-1,Lead,Flash,Trad,,70,1800
2023-07-04,"Exactamente (aka Xeno Direct)",5.11+,,https://www.mountainproject.com/route/120323587/exactamente-aka-xeno-direct,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.3,-1,Lead,Fell/Hung,Sport,,80,5300
2023-07-04,"Not Lichen This",5.7,,https://www.mountainproject.com/route/112529723/not-lichen-this,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.4,-1,Lead,Flash,Trad,,60,1800
2023-07-04,"Route 7","5.7 PG13",,https://www.mountainproject.com/route/107103570/route-7,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.0,-1,Lead,Flash,"Trad, Sport",,50,1800
2023-07-04,"Route 5",5.8,,https://www.mountainproject.com/route/107103534/route-5,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.3,-1,Lead,Flash,Sport,,60,2100
2023-07-04,"Route 4",5.9,,https://www.mountainproject.com/route/107103525/route-4,1,"California > Los Angeles Basin > Santa Monica Mountains > Saddle Peak > Corpse Wall",2.3,-1,Lead,Flash,Sport,,60,2400
2023-07-02,"Family Jewel",5.10c,,https://www.mountainproject.com/route/105904189/family-jewel,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",2.9,-1,Lead,Onsight,Sport,,50,3200
2023-07-02,"Johnny Can't Lead",5.11a,,https://www.mountainproject.com/route/105895926/johnny-cant-lead,2,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Ghetto Wall",3.2,-1,Lead,Fell/Hung,Sport,,40,4600
2023-07-02,Gorgeous,5.10a,,https://www.mountainproject.com/route/105904186/gorgeous,1,"California > Los Angeles Basin > Santa Monica Mountains > Malibu Creek State Park > Mt. Gorgeous",2.8,-1,Lead,Onsight,Sport,,60,2600
2023-07-01,"South Face Right",5.10b,,https://www.mountainproject.com/route/105850745/south-face-right,1,"California > Los Angeles Basin > Santa Monica Mountains > Point Dume",2.7,-1,TR,,Sport,,75,2900
2023-07-01,Center,5.8,,https://www.mountainproject.com/route/105850730/center,1,"California > Los Angeles Basin > Santa Monica Mountains > Point Dume",2.2,-1,TR,,TR,,90,2100
2023-06-21,"The Steamboat Captain's Dream",5.10d,"I led p2, p5 (short) 7-8",https://www.mountainproject.com/route/111786929/the-steamboat-captains-dream,8,"Washington > South-West & Tacoma > Columbia Gorge > Beacon Rock > Northwest Face",3.5,4,Lead,,Trad,,700,3500
2023-06-15,"Perfect Pitch",5.10d,"Fell at upper section on tr attempt 1, clean attempt 2, fell at roof attempt 2 on lead. Didn’t place any gear until ledge stance after roof. could protect w #1 from the rest but the fall was actually ok w good belayer. 2nd attempt clean!",https://www.mountainproject.com/route/120714098/perfect-pitch,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",3.7,4,Lead,Redpoint,Trad,,50,3500
2023-06-15,"Coal Train",5.8,,https://www.mountainproject.com/route/120713643/coal-train,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",2.4,-1,TR,,Trad,,40,2100
2023-06-15,"Jam Session",5.7,,https://www.mountainproject.com/route/120713808/jam-session,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",2.9,-1,TR,,Trad,,70,1800
2023-06-15,"5.10 in B-minor",5.10b,,https://www.mountainproject.com/route/120713727/510-in-b-minor,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Rhythm Cliff > Lower Rhythm",3.3,-1,TR,,Trad,,70,2900
